"i","j","x"
5671,108,1
5675,108,1
5683,108,1
5689,108,1
5707,108,1
5713,108,1
5721,108,1
5758,108,1
5767,108,1
5768,108,1
5772,108,1
5791,108,1
5807,108,1
5815,108,1
5855,108,1
5866,108,1
5874,108,1
5891,108,1
5894,108,1
5906,108,1
5911,108,1
5920,108,1
5930,108,1
5932,108,1
5954,108,1
5959,108,1
5969,108,1
5976,108,1
5994,108,1
5997,108,1
5999,108,1
6000,108,1
6002,108,1
6006,108,1
6015,108,1
6051,108,1
6062,108,1
6065,108,1
6066,108,1
6073,108,1
6081,108,1
6099,108,1
6118,108,1
6121,108,1
6130,108,1
6140,108,1
6147,108,1
6173,108,1
6182,108,1
6195,108,1
6231,108,1
6240,108,1
6257,108,1
6272,108,1
6290,108,1
6304,108,1
6313,108,1
6328,108,1
6330,108,1
6335,108,1
6341,108,1
6350,108,1
6364,108,1
6379,108,1
6386,108,1
6388,108,1
6462,108,1
6474,108,1
6484,108,1
6492,108,1
6494,108,1
6497,108,1
6503,108,1
6505,108,1
6538,108,1
6547,108,1
6568,108,1
6569,108,1
6574,108,1
6575,108,1
6583,108,1
6587,108,1
6590,108,1
6621,108,1
6624,108,1
6635,108,1
6640,108,1
6646,108,1
6653,108,1
6687,108,1
6697,108,1
6719,108,1
6722,108,1
6723,108,1
6727,108,1
6746,108,1
6749,108,1
6750,108,1
6756,108,1
6759,108,1
6760,108,1
6764,108,1
6783,108,1
6787,108,1
6791,108,1
6793,108,1
6804,108,1
6836,108,1
6844,108,1
6846,108,1
6848,108,1
6873,108,1
6923,108,1
6927,108,1
6928,108,1
6931,108,1
6933,108,1
6978,108,1
6992,108,1
7008,108,1
7011,108,1
7012,108,1
7020,108,1
7023,108,1
7028,108,1
7039,108,1
7057,108,1
7070,108,1
7084,108,1
7089,108,1
7093,108,1
7109,108,1
7117,108,1
7119,108,1
7121,108,1
7139,108,1
7141,108,1
7151,108,1
7178,108,1
7194,108,1
7198,108,1
7221,108,1
7224,108,1
7225,108,1
7228,108,1
7240,108,1
7241,108,1
7248,108,1
7261,108,1
7262,108,1
7272,108,1
7276,108,1
7279,108,1
7281,108,1
7289,108,1
7317,108,1
7340,108,1
7351,108,1
7355,108,1
7361,108,1
7366,108,1
7376,108,1
7378,108,1
7379,108,1
7394,108,1
7395,108,1
7421,108,1
7434,108,1
7441,108,1
7464,108,1
7481,108,1
7483,108,1
7494,108,1
7495,108,1
7539,108,1
7540,108,1
7543,108,1
7545,108,1
7563,108,1
7572,108,1
7583,108,1
7603,108,1
7611,108,1
7618,108,1
7626,108,1
7634,108,1
7635,108,1
7644,108,1
7657,108,1
7667,108,1
7669,108,1
7679,108,1
7725,108,1
7741,108,1
7767,108,1
7772,108,1
7778,108,1
7792,108,1
7798,108,1
7816,108,1
7818,108,1
7827,108,1
7847,108,1
7856,108,1
7896,108,1
7940,108,1
7961,108,1
7963,108,1
7972,108,1
7977,108,1
7985,108,1
109,109,1
1391,109,1
1675,109,1
1906,109,1
2934,109,1
3230,109,1
3381,109,1
3823,109,1
4321,109,1
4708,109,1
4905,109,1
4915,109,1
4918,109,1
5090,109,1
5291,109,1
5908,109,1
5996,109,1
6338,109,1
6377,109,1
6832,109,1
6941,109,1
7064,109,1
7422,109,1
7640,109,1
7921,109,1
380,110,1
870,110,1
1406,110,1
1525,110,1
1531,110,1
1551,110,1
1661,110,1
1691,110,1
1914,110,1
2386,110,1
2637,110,1
2784,110,1
3173,110,1
4318,110,1
4983,110,1
5214,110,1
5384,110,1
5656,110,1
5688,110,1
5944,110,1
6019,110,1
6292,110,1
6397,110,1
6650,110,1
6765,110,1
225,111,1
524,111,1
834,111,1
1292,111,1
1319,111,1
1759,111,1
2184,111,1
2332,111,1
2379,111,1
2489,111,1
2661,111,1
2699,111,1
2804,111,1
3107,111,1
3123,111,1
3314,111,1
3484,111,1
3491,111,1
3532,111,1
3632,111,1
3723,111,1
3812,111,1
4415,111,1
4470,111,1
4570,111,1
4606,111,1
4716,111,1
5309,111,1
5348,111,1
5533,111,1
5566,111,1
6087,111,1
6094,111,1
6177,111,1
6671,111,1
6673,111,1
6699,111,1
7968,111,1
79,112,1
1434,112,1
1887,112,1
1892,112,1
2112,112,1
2233,112,1
2777,112,1
2951,112,1
3888,112,1
6210,112,1
7055,112,1
7691,112,1
92,113,1
111,113,1
204,113,1
408,113,1
413,113,1
524,113,1
535,113,1
579,113,1
704,113,1
769,113,1
826,113,1
951,113,1
995,113,1
1000,113,1
1182,113,1
1319,113,1
1339,113,1
1385,113,1
1404,113,1
1504,113,1
1733,113,1
1816,113,1
1863,113,1
1923,113,1
1934,113,1
1969,113,1
1974,113,1
2001,113,1
2092,113,1
2099,113,1
2184,113,1
2347,113,1
2348,113,1
2371,113,1
2489,113,1
2588,113,1
2611,113,1
2701,113,1
2758,113,1
2781,113,1
2804,113,1
2849,113,1
2850,113,1
2941,113,1
3012,113,1
3021,113,1
3028,113,1
3030,113,1
3093,113,1
3163,113,1
3197,113,1
3314,113,1
3334,113,1
3380,113,1
3410,113,1
3509,113,1
3511,113,1
3543,113,1
3577,113,1
3623,113,1
3633,113,1
3648,113,1
3661,113,1
3698,113,1
3723,113,1
3912,113,1
3994,113,1
4035,113,1
4062,113,1
4065,113,1
4243,113,1
4293,113,1
4477,113,1
4479,113,1
4484,113,1
4499,113,1
4545,113,1
4570,113,1
4600,113,1
4614,113,1
4643,113,1
4750,113,1
4759,113,1
4830,113,1
4908,113,1
4944,113,1
5068,113,1
5072,113,1
5111,113,1
5117,113,1
5173,113,1
5428,113,1
5497,113,1
5646,113,1
5660,113,1
5746,113,1
5774,113,1
5901,113,1
6034,113,1
6077,113,1
6093,113,1
6168,113,1
6177,113,1
6295,113,1
6325,113,1
6381,113,1
6405,113,1
6498,113,1
6526,113,1
6571,113,1
6668,113,1
6673,113,1
6692,113,1
6820,113,1
6910,113,1
7167,113,1
7475,113,1
7507,113,1
7550,113,1
7587,113,1
7596,113,1
7600,113,1
7733,113,1
7762,113,1
7912,113,1
7967,113,1
7968,113,1
8026,113,1
29,114,1
54,114,1
288,114,1
353,114,1
425,114,1
494,114,1
575,114,1
688,114,1
816,114,1
865,114,1
1051,114,1
1124,114,1
1155,114,1
1299,114,1
1347,114,1
1486,114,1
1609,114,1
1657,114,1
1699,114,1
1715,114,1
1871,114,1
2519,114,1
2750,114,1
2836,114,1
2913,114,1
3200,114,1
3203,114,1
3255,114,1
3263,114,1
3411,114,1
3485,114,1
3986,114,1
4016,114,1
4040,114,1
4140,114,1
4247,114,1
4343,114,1
4376,114,1
4418,114,1
4636,114,1
4726,114,1
4843,114,1
4990,114,1
5078,114,1
5199,114,1
5278,114,1
5446,114,1
5565,114,1
5645,114,1
5793,114,1
6058,114,1
6208,114,1
6368,114,1
6443,114,1
6469,114,1
6553,114,1
6664,114,1
6686,114,1
6914,114,1
7519,114,1
7521,114,1
7693,114,1
7722,114,1
7780,114,1
7799,114,1
7865,114,1
12,115,1
13,115,1
16,115,1
31,115,1
50,115,1
51,115,1
61,115,1
82,115,1
84,115,1
92,115,1
107,115,1
111,115,1
124,115,1
155,115,1
159,115,1
178,115,1
180,115,1
199,115,1
202,115,1
204,115,1
210,115,1
214,115,1
215,115,1
219,115,1
241,115,1
251,115,1
285,115,1
300,115,1
302,115,1
324,115,1
325,115,1
328,115,1
329,115,1
378,115,1
384,115,1
393,115,1
404,115,1
406,115,1
408,115,1
410,115,1
413,115,1
426,115,1
431,115,1
434,115,1
444,115,1
461,115,1
465,115,1
470,115,1
472,115,1
487,115,1
488,115,1
491,115,1
503,115,1
509,115,1
524,115,1
529,115,1
530,115,1
532,115,1
535,115,1
541,115,1
553,115,1
555,115,1
561,115,1
563,115,1
579,115,1
599,115,1
631,115,1
633,115,1
670,115,1
672,115,1
674,115,1
694,115,1
702,115,1
704,115,1
727,115,1
733,115,1
734,115,1
749,115,1
751,115,1
753,115,1
755,115,1
761,115,1
769,115,1
774,115,1
786,115,1
794,115,1
795,115,1
806,115,1
809,115,1
821,115,1
826,115,1
833,115,1
846,115,1
848,115,1
851,115,1
859,115,1
863,115,1
885,115,1
894,115,1
895,115,1
899,115,1
909,115,1
921,115,1
927,115,1
934,115,1
942,115,1
946,115,1
950,115,1
951,115,1
965,115,1
993,115,1
995,115,1
997,115,1
1000,115,1
1003,115,1
1006,115,1
1014,115,1
1016,115,1
1028,115,1
1038,115,1
1044,115,1
1048,115,1
1081,115,1
1083,115,1
1088,115,1
1102,115,1
1114,115,1
1117,115,1
1120,115,1
1139,115,1
1140,115,1
1150,115,1
1154,115,1
1158,115,1
1164,115,1
1167,115,1
1171,115,1
1182,115,1
1195,115,1
1219,115,1
1224,115,1
1237,115,1
1240,115,1
1243,115,1
1244,115,1
1250,115,1
1252,115,1
1256,115,1
1258,115,1
1260,115,1
1264,115,1
1270,115,1
1301,115,1
1303,115,1
1304,115,1
1315,115,1
1319,115,1
1333,115,1
1335,115,1
1339,115,1
1342,115,1
1346,115,1
1351,115,1
1352,115,1
1368,115,1
1376,115,1
1385,115,1
1390,115,1
1404,115,1
1412,115,1
1414,115,1
1417,115,1
1426,115,1
1430,115,1
1431,115,1
1449,115,1
1457,115,1
1468,115,1
1470,115,1
1495,115,1
1496,115,1
1504,115,1
1515,115,1
1522,115,1
1532,115,1
1534,115,1
1554,115,1
1562,115,1
1572,115,1
1579,115,1
1583,115,1
1614,115,1
1618,115,1
1651,115,1
1668,115,1
1669,115,1
1671,115,1
1681,115,1
1698,115,1
1709,115,1
1712,115,1
1720,115,1
1723,115,1
1733,115,1
1734,115,1
1739,115,1
1745,115,1
1751,115,1
1752,115,1
1755,115,1
1763,115,1
1764,115,1
1772,115,1
1774,115,1
1786,115,1
1793,115,1
1794,115,1
1805,115,1
1808,115,1
1816,115,1
1819,115,1
1823,115,1
1833,115,1
1838,115,1
1863,115,1
1874,115,1
1879,115,1
1888,115,1
1894,115,1
1899,115,1
1910,115,1
1911,115,1
1921,115,1
1923,115,1
1926,115,1
1934,115,1
1937,115,1
1945,115,1
1954,115,1
1956,115,1
1961,115,1
1969,115,1
1970,115,1
1971,115,1
1974,115,1
2001,115,1
2002,115,1
2011,115,1
2012,115,1
2015,115,1
2022,115,1
2032,115,1
2036,115,1
2058,115,1
2060,115,1
2072,115,1
2079,115,1
2081,115,1
2084,115,1
2092,115,1
2099,115,1
2102,115,1
2103,115,1
2108,115,1
2135,115,1
2139,115,1
2142,115,1
2158,115,1
2167,115,1
2184,115,1
2212,115,1
2219,115,1
2221,115,1
2224,115,1
2227,115,1
2240,115,1
2243,115,1
2244,115,1
2245,115,1
2278,115,1
2281,115,1
2288,115,1
2297,115,1
2322,115,1
2347,115,1
2348,115,1
2356,115,1
2360,115,1
2371,115,1
2381,115,1
2389,115,1
2398,115,1
2408,115,1
2412,115,1
2415,115,1
2423,115,1
2438,115,1
2440,115,1
2450,115,1
2452,115,1
2462,115,1
2469,115,1
2474,115,1
2488,115,1
2489,115,1
2508,115,1
2516,115,1
2525,115,1
2538,115,1
2561,115,1
2567,115,1
2578,115,1
2579,115,1
2588,115,1
2598,115,1
2602,115,1
2611,115,1
2626,115,1
2638,115,1
2649,115,1
2660,115,1
2684,115,1
2692,115,1
2701,115,1
2720,115,1
2724,115,1
2728,115,1
2732,115,1
2736,115,1
2738,115,1
2740,115,1
2758,115,1
2780,115,1
2781,115,1
2783,115,1
2796,115,1
2798,115,1
2804,115,1
2808,115,1
2815,115,1
2827,115,1
2832,115,1
2835,115,1
2848,115,1
2849,115,1
2850,115,1
2860,115,1
2862,115,1
2870,115,1
2877,115,1
2884,115,1
2891,115,1
2895,115,1
2896,115,1
2902,115,1
2906,115,1
2907,115,1
2909,115,1
2923,115,1
2935,115,1
2941,115,1
2954,115,1
2965,115,1
2985,115,1
2986,115,1
2989,115,1
2990,115,1
2992,115,1
2997,115,1
3012,115,1
3021,115,1
3028,115,1
3030,115,1
3046,115,1
3057,115,1
3059,115,1
3075,115,1
3093,115,1
3097,115,1
3115,115,1
3121,115,1
3127,115,1
3146,115,1
3153,115,1
3163,115,1
3170,115,1
3177,115,1
3178,115,1
3184,115,1
3197,115,1
3219,115,1
3244,115,1
3247,115,1
3264,115,1
3283,115,1
3285,115,1
3295,115,1
3302,115,1
3306,115,1
3308,115,1
3314,115,1
3322,115,1
3329,115,1
3331,115,1
3333,115,1
3334,115,1
3346,115,1
3355,115,1
3367,115,1
3370,115,1
3374,115,1
3375,115,1
3380,115,1
3383,115,1
3384,115,1
3407,115,1
3410,115,1
3421,115,1
3426,115,1
3433,115,1
3435,115,1
3446,115,1
3463,115,1
3468,115,1
3471,115,1
3474,115,1
3490,115,1
3501,115,1
3503,115,1
3505,115,1
3509,115,1
3511,115,1
3538,115,1
3543,115,1
3548,115,1
3549,115,1
3561,115,1
3572,115,1
3577,115,1
3580,115,1
3598,115,1
3601,115,1
3623,115,1
3633,115,1
3648,115,1
3657,115,1
3661,115,1
3671,115,1
3674,115,1
3675,115,1
3681,115,1
3697,115,1
3698,115,1
3701,115,1
3711,115,1
3714,115,1
3723,115,1
3744,115,1
3749,115,1
3762,115,1
3767,115,1
3783,115,1
3789,115,1
3807,115,1
3811,115,1
3815,115,1
3816,115,1
3822,115,1
3827,115,1
3828,115,1
3847,115,1
3850,115,1
3852,115,1
3854,115,1
3855,115,1
3865,115,1
3880,115,1
3898,115,1
3908,115,1
3912,115,1
3919,115,1
3923,115,1
3926,115,1
3931,115,1
3937,115,1
3949,115,1
3950,115,1
3976,115,1
3988,115,1
3992,115,1
3993,115,1
3994,115,1
4003,115,1
4022,115,1
4026,115,1
4035,115,1
4047,115,1
4051,115,1
4057,115,1
4059,115,1
4062,115,1
4065,115,1
4068,115,1
4073,115,1
4088,115,1
4126,115,1
4139,115,1
4141,115,1
4143,115,1
4152,115,1
4170,115,1
4175,115,1
4176,115,1
4179,115,1
4191,115,1
4195,115,1
4200,115,1
4202,115,1
4214,115,1
4223,115,1
4225,115,1
4226,115,1
4241,115,1
4243,115,1
4262,115,1
4267,115,1
4273,115,1
4287,115,1
4293,115,1
4299,115,1
4304,115,1
4308,115,1
4325,115,1
4348,115,1
4369,115,1
4370,115,1
4382,115,1
4386,115,1
4395,115,1
4399,115,1
4407,115,1
4442,115,1
4462,115,1
4477,115,1
4479,115,1
4484,115,1
4494,115,1
4499,115,1
4504,115,1
4505,115,1
4509,115,1
4514,115,1
4522,115,1
4525,115,1
4533,115,1
4536,115,1
4545,115,1
4547,115,1
4570,115,1
4575,115,1
4588,115,1
4589,115,1
4597,115,1
4600,115,1
4613,115,1
4614,115,1
4616,115,1
4634,115,1
4637,115,1
4643,115,1
4646,115,1
4659,115,1
4662,115,1
4671,115,1
4672,115,1
4684,115,1
4686,115,1
4707,115,1
4717,115,1
4740,115,1
4743,115,1
4750,115,1
4751,115,1
4754,115,1
4759,115,1
4763,115,1
4781,115,1
4812,115,1
4818,115,1
4822,115,1
4830,115,1
4850,115,1
4857,115,1
4866,115,1
4868,115,1
4896,115,1
4898,115,1
4900,115,1
4902,115,1
4904,115,1
4908,115,1
4925,115,1
4932,115,1
4944,115,1
4946,115,1
4951,115,1
4981,115,1
4994,115,1
5000,115,1
5022,115,1
5032,115,1
5036,115,1
5068,115,1
5070,115,1
5072,115,1
5084,115,1
5088,115,1
5101,115,1
5111,115,1
5115,115,1
5117,115,1
5124,115,1
5132,115,1
5137,115,1
5149,115,1
5163,115,1
5171,115,1
5173,115,1
5200,115,1
5217,115,1
5254,115,1
5264,115,1
5269,115,1
5274,115,1
5276,115,1
5286,115,1
5297,115,1
5304,115,1
5305,115,1
5313,115,1
5314,115,1
5337,115,1
5365,115,1
5382,115,1
5385,115,1
5397,115,1
5409,115,1
5413,115,1
5417,115,1
5419,115,1
5428,115,1
5454,115,1
5459,115,1
5466,115,1
5468,115,1
5474,115,1
5475,115,1
5494,115,1
5497,115,1
5507,115,1
5514,115,1
5515,115,1
5516,115,1
5525,115,1
5544,115,1
5551,115,1
5563,115,1
5574,115,1
5599,115,1
5601,115,1
5607,115,1
5632,115,1
5646,115,1
5650,115,1
5653,115,1
5660,115,1
5687,115,1
5694,115,1
5700,115,1
5715,115,1
5736,115,1
5741,115,1
5746,115,1
5747,115,1
5757,115,1
5763,115,1
5774,115,1
5784,115,1
5810,115,1
5815,115,1
5823,115,1
5824,115,1
5826,115,1
5832,115,1
5834,115,1
5837,115,1
5842,115,1
5845,115,1
5863,115,1
5864,115,1
5865,115,1
5869,115,1
5876,115,1
5883,115,1
5887,115,1
5893,115,1
5898,115,1
5901,115,1
5904,115,1
5909,115,1
5914,115,1
5921,115,1
5931,115,1
5936,115,1
5950,115,1
5961,115,1
5967,115,1
5971,115,1
5972,115,1
5973,115,1
5993,115,1
5999,115,1
6001,115,1
6029,115,1
6034,115,1
6035,115,1
6041,115,1
6045,115,1
6053,115,1
6055,115,1
6056,115,1
6060,115,1
6063,115,1
6074,115,1
6077,115,1
6091,115,1
6093,115,1
6111,115,1
6120,115,1
6145,115,1
6152,115,1
6168,115,1
6172,115,1
6177,115,1
6192,115,1
6195,115,1
6222,115,1
6243,115,1
6249,115,1
6255,115,1
6256,115,1
6267,115,1
6283,115,1
6295,115,1
6325,115,1
6346,115,1
6356,115,1
6375,115,1
6376,115,1
6381,115,1
6382,115,1
6383,115,1
6393,115,1
6403,115,1
6405,115,1
6419,115,1
6428,115,1
6435,115,1
6448,115,1
6458,115,1
6462,115,1
6465,115,1
6466,115,1
6481,115,1
6496,115,1
6498,115,1
6500,115,1
6504,115,1
6506,115,1
6508,115,1
6510,115,1
6511,115,1
6512,115,1
6515,115,1
6516,115,1
6526,115,1
6528,115,1
6532,115,1
6536,115,1
6548,115,1
6557,115,1
6558,115,1
6560,115,1
6561,115,1
6566,115,1
6570,115,1
6571,115,1
6586,115,1
6595,115,1
6611,115,1
6612,115,1
6633,115,1
6637,115,1
6643,115,1
6658,115,1
6662,115,1
6668,115,1
6669,115,1
6670,115,1
6673,115,1
6677,115,1
6679,115,1
6692,115,1
6703,115,1
6704,115,1
6710,115,1
6716,115,1
6720,115,1
6734,115,1
6735,115,1
6740,115,1
6763,115,1
6776,115,1
6808,115,1
6814,115,1
6815,115,1
6816,115,1
6820,115,1
6824,115,1
6827,115,1
6828,115,1
6835,115,1
6841,115,1
6843,115,1
6851,115,1
6891,115,1
6897,115,1
6909,115,1
6910,115,1
6954,115,1
6960,115,1
6973,115,1
6977,115,1
6978,115,1
6980,115,1
6984,115,1
7000,115,1
7003,115,1
7009,115,1
7033,115,1
7039,115,1
7042,115,1
7058,115,1
7068,115,1
7071,115,1
7077,115,1
7100,115,1
7127,115,1
7132,115,1
7145,115,1
7160,115,1
7167,115,1
7169,115,1
7181,115,1
7184,115,1
7192,115,1
7209,115,1
7214,115,1
7217,115,1
7225,115,1
7226,115,1
7247,115,1
7270,115,1
7274,115,1
7290,115,1
7318,115,1
7335,115,1
7363,115,1
7390,115,1
7394,115,1
7405,115,1
7407,115,1
7431,115,1
7432,115,1
7436,115,1
7437,115,1
7447,115,1
7459,115,1
7475,115,1
7493,115,1
7496,115,1
7500,115,1
7505,115,1
7507,115,1
7509,115,1
7513,115,1
7527,115,1
7538,115,1
7548,115,1
7549,115,1
7550,115,1
7554,115,1
7557,115,1
7559,115,1
7572,115,1
7577,115,1
7583,115,1
7584,115,1
7587,115,1
7593,115,1
7596,115,1
7600,115,1
7608,115,1
7616,115,1
7620,115,1
7624,115,1
7663,115,1
7664,115,1
7670,115,1
7671,115,1
7685,115,1
7692,115,1
7694,115,1
7700,115,1
7701,115,1
7702,115,1
7703,115,1
7706,115,1
7710,115,1
7713,115,1
7733,115,1
7739,115,1
7749,115,1
7758,115,1
7762,115,1
7771,115,1
7774,115,1
7787,115,1
7807,115,1
7824,115,1
7838,115,1
7846,115,1
7847,115,1
7851,115,1
7858,115,1
7860,115,1
7869,115,1
7876,115,1
7891,115,1
7901,115,1
7909,115,1
7912,115,1
7917,115,1
7934,115,1
7947,115,1
7949,115,1
7951,115,1
7960,115,1
7966,115,1
7967,115,1
7968,115,1
7971,115,1
7988,115,1
7994,115,1
7996,115,1
8003,115,1
8004,115,1
8007,115,1
8008,115,1
8013,115,1
8014,115,1
8020,115,1
8026,115,1
1041,116,1
2116,116,1
2770,116,1
3494,116,1
4512,116,1
4615,116,1
4665,116,1
4942,116,1
4953,116,1
5751,116,1
6854,116,1
6865,116,1
7389,116,1
149,117,1
770,117,1
992,117,1
1188,117,1
1938,117,1
1995,117,1
2678,117,1
2828,117,1
3176,117,1
3583,117,1
3882,117,1
4234,117,1
4631,117,1
4731,117,1
4762,117,1
5029,117,1
5692,117,1
5953,117,1
6161,117,1
6439,117,1
6718,117,1
7041,117,1
7066,117,1
7199,117,1
95,118,1
248,118,1
264,118,1
497,118,1
548,118,1
647,118,1
648,118,1
1216,118,1
1441,118,1
1924,118,1
1982,118,1
2484,118,1
2682,118,1
2859,118,1
3011,118,1
3051,118,1
3632,118,1
4326,118,1
4372,118,1
4445,118,1
4467,118,1
4470,118,1
4580,118,1
4607,118,1
4641,118,1
4652,118,1
4722,118,1
5236,118,1
5367,118,1
5505,118,1
5519,118,1
6090,118,1
6126,118,1
6151,118,1
6434,118,1
6582,118,1
6755,118,1
6789,118,1
7187,118,1
7243,118,1
7330,118,1
7599,118,1
7770,118,1
7844,118,1
7943,118,1
7979,118,1
535,119,1
590,119,1
625,119,1
751,119,1
801,119,1
845,119,1
1030,119,1
1066,119,1
1096,119,1
1106,119,1
1114,119,1
1357,119,1
1364,119,1
1504,119,1
1541,119,1
1577,119,1
1725,119,1
2157,119,1
2329,119,1
3093,119,1
3106,119,1
3594,119,1
3698,119,1
4101,119,1
4260,119,1
4542,119,1
4998,119,1
5072,119,1
5270,119,1
5320,119,1
5946,119,1
6221,119,1
6285,119,1
6405,119,1
6479,119,1
6544,119,1
6565,119,1
6730,119,1
6917,119,1
7301,119,1
7363,119,1
7627,119,1
7982,119,1
81,120,1
148,120,1
391,120,1
551,120,1
591,120,1
1057,120,1
1253,120,1
3567,120,1
3900,120,1
3996,120,1
4361,120,1
4566,120,1
5452,120,1
5940,120,1
6253,120,1
6293,120,1
6370,120,1
7833,120,1
7854,120,1
8002,120,1
81,121,1
148,121,1
250,121,1
391,121,1
428,121,1
536,121,1
551,121,1
591,121,1
1007,121,1
1018,121,1
1057,121,1
1253,121,1
1358,121,1
1491,121,1
1506,121,1
1735,121,1
1968,121,1
2063,121,1
2289,121,1
2683,121,1
2930,121,1
2964,121,1
3102,121,1
3161,121,1
3483,121,1
3567,121,1
3863,121,1
3871,121,1
3900,121,1
3996,121,1
4361,121,1
4561,121,1
4566,121,1
4674,121,1
5094,121,1
5104,121,1
5198,121,1
5247,121,1
5412,121,1
5452,121,1
5489,121,1
5597,121,1
5669,121,1
5929,121,1
5933,121,1
5940,121,1
6059,121,1
6136,121,1
6142,121,1
6253,121,1
6293,121,1
6370,121,1
6411,121,1
7024,121,1
7067,121,1
7163,121,1
7239,121,1
7574,121,1
7678,121,1
7833,121,1
7854,121,1
8002,121,1
81,122,1
148,122,1
391,122,1
536,122,1
551,122,1
591,122,1
1057,122,1
1253,122,1
2289,122,1
2930,122,1
2964,122,1
3567,122,1
3900,122,1
3996,122,1
4361,122,1
4561,122,1
4566,122,1
4674,122,1
5452,122,1
5597,122,1
5929,122,1
5940,122,1
6059,122,1
6253,122,1
6293,122,1
6370,122,1
7024,122,1
7163,122,1
7678,122,1
7833,122,1
7854,122,1
8002,122,1
81,123,1
250,123,1
391,123,1
428,123,1
536,123,1
551,123,1
1253,123,1
1506,123,1
1968,123,1
2063,123,1
2289,123,1
2930,123,1
3161,123,1
3567,123,1
3871,123,1
3996,123,1
4361,123,1
4561,123,1
4674,123,1
5094,123,1
5198,123,1
5247,123,1
5412,123,1
5489,123,1
6136,123,1
6253,123,1
6293,123,1
6370,123,1
6411,123,1
7833,123,1
7854,123,1
8002,123,1
2,124,1
4,124,1
5,124,1
58,124,1
59,124,1
64,124,1
83,124,1
99,124,1
110,124,1
114,124,1
142,124,1
143,124,1
165,124,1
217,124,1
229,124,1
255,124,1
258,124,1
282,124,1
290,124,1
301,124,1
309,124,1
323,124,1
330,124,1
344,124,1
347,124,1
349,124,1
372,124,1
373,124,1
392,124,1
412,124,1
414,124,1
422,124,1
429,124,1
439,124,1
447,124,1
448,124,1
449,124,1
492,124,1
498,124,1
499,124,1
515,124,1
517,124,1
528,124,1
558,124,1
562,124,1
570,124,1
574,124,1
577,124,1
581,124,1
586,124,1
627,124,1
637,124,1
641,124,1
666,124,1
674,124,1
705,124,1
724,124,1
728,124,1
734,124,1
747,124,1
765,124,1
766,124,1
791,124,1
815,124,1
833,124,1
836,124,1
838,124,1
864,124,1
868,124,1
871,124,1
885,124,1
887,124,1
912,124,1
918,124,1
926,124,1
956,124,1
966,124,1
971,124,1
977,124,1
981,124,1
982,124,1
996,124,1
1019,124,1
1021,124,1
1042,124,1
1043,124,1
1052,124,1
1065,124,1
1067,124,1
1071,124,1
1072,124,1
1080,124,1
1092,124,1
1094,124,1
1160,124,1
1208,124,1
1211,124,1
1254,124,1
1271,124,1
1282,124,1
1283,124,1
1285,124,1
1317,124,1
1318,124,1
1325,124,1
1345,124,1
1356,124,1
1360,124,1
1365,124,1
1378,124,1
1382,124,1
1394,124,1
1409,124,1
1444,124,1
1452,124,1
1455,124,1
1476,124,1
1480,124,1
1481,124,1
1514,124,1
1562,124,1
1563,124,1
1626,124,1
1648,124,1
1660,124,1
1667,124,1
1680,124,1
1685,124,1
1695,124,1
1696,124,1
1703,124,1
1705,124,1
1723,124,1
1751,124,1
1762,124,1
1775,124,1
1780,124,1
1785,124,1
1799,124,1
1815,124,1
1817,124,1
1819,124,1
1839,124,1
1841,124,1
1850,124,1
1855,124,1
1876,124,1
1900,124,1
1903,124,1
1925,124,1
1975,124,1
1992,124,1
2006,124,1
2012,124,1
2026,124,1
2049,124,1
2065,124,1
2109,124,1
2111,124,1
2119,124,1
2133,124,1
2136,124,1
2176,124,1
2181,124,1
2194,124,1
2204,124,1
2207,124,1
2209,124,1
2214,124,1
2258,124,1
2259,124,1
2263,124,1
2268,124,1
2273,124,1
2301,124,1
2308,124,1
2327,124,1
2340,124,1
2343,124,1
2354,124,1
2369,124,1
2422,124,1
2459,124,1
2466,124,1
2468,124,1
2470,124,1
2482,124,1
2506,124,1
2528,124,1
2566,124,1
2594,124,1
2607,124,1
2613,124,1
2615,124,1
2622,124,1
2634,124,1
2659,124,1
2668,124,1
2675,124,1
2690,124,1
2703,124,1
2708,124,1
2716,124,1
2741,124,1
2755,124,1
2757,124,1
2792,124,1
2823,124,1
2840,124,1
2881,124,1
2886,124,1
2901,124,1
2918,124,1
2932,124,1
2940,124,1
2962,124,1
3015,124,1
3018,124,1
3019,124,1
3048,124,1
3056,124,1
3065,124,1
3079,124,1
3080,124,1
3096,124,1
3117,124,1
3132,124,1
3137,124,1
3148,124,1
3150,124,1
3180,124,1
3192,124,1
3206,124,1
3241,124,1
3260,124,1
3293,124,1
3316,124,1
3320,124,1
3330,124,1
3371,124,1
3378,124,1
3393,124,1
3403,124,1
3404,124,1
3449,124,1
3452,124,1
3496,124,1
3504,124,1
3544,124,1
3568,124,1
3588,124,1
3591,124,1
3595,124,1
3597,124,1
3621,124,1
3624,124,1
3625,124,1
3626,124,1
3630,124,1
3645,124,1
3673,124,1
3708,124,1
3740,124,1
3748,124,1
3764,124,1
3772,124,1
3787,124,1
3806,124,1
3829,124,1
3841,124,1
3842,124,1
3843,124,1
3872,124,1
3885,124,1
3890,124,1
3904,124,1
3965,124,1
3966,124,1
3984,124,1
3998,124,1
4037,124,1
4042,124,1
4067,124,1
4075,124,1
4084,124,1
4096,124,1
