item,description,week,price,units
133,BEAR RACER 5 IPA                    ,15,11.19,5
132,BEAR REPUBLIC BLACK STOUT           ,15,4.69,1
131,BEAR REPUBLIC RACER 5 IPA 22        ,15,4.69,5
215,BECKS 24OZ BTL                      ,15,2.39,2
248,BELLEVUE BREWING 425 PALE           ,15,4.19,1
17,BEST DAMN ROOT BEER 6PK             ,15,10.89,1
75,BITBURGER 4 PK CAN                  ,15,6.99,3
31,BITBURGER 4PK CAN                   ,15,5.66142857142857,7
255,BLACK RAVEN ROTATING IPA            ,15,4.69,2
254,BLACK RAVEN TRICKSTER IPA 22        ,15,4.69,8
2,BLUE MOUNTAIN DRY CIDER 4PK         ,15,10.29,1
113,BLUEMOON 12PK                       ,15,16.99,4
112,BLUEMOON 6PK                        ,15,8.99,8
115,BLUEMOON SEASONAL 6PK               ,15,8.99,1
296,BREAKSIDE WANDERLUST 22             ,15,4.69,5
342,BRIDGEPORT HOP CZAR IPA 6PK         ,15,8.99,1
10,BUD 12PK CAN                        ,15,11.99,1
11,BUD 18PK CAN                        ,15,16.99,3
20,BUD 25OZ CAN                        ,15,2.19,2
3,BUD 6PK 16 OZ CAN                   ,15,7.49,2
8,BUD 6PK BTL                         ,15,7.49,5
27,BUD LIGHT 18-12 BTL                 ,15,17.99,3
25,BUD LIGHT 24PK                      ,15,23.99,2
13,BUD LIGHT LIME 12PK BTLS            ,15,11.99,3
18,BUD LIGHT RESEALABLE 8PK            ,15,9.99,1
24,BUD LT 12PK CAN                     ,15,11.99,6
26,BUD LT 18PK CAN                     ,15,17.24,6
21,BUD LT 25 OZ CAN                    ,15,2.19,4
5,BUD LT 6PK 16 OZ CAN                ,15,7.49,1
7,BUD LT 6PK BTL                      ,15,7.49,5
22,BUD LT CHELADA 25 OZ CAN            ,15,3.19,4
14,BUD LT LIME 6PK BTL                 ,15,7.69,1
28,BUSCH LT 18/16OZ CANS               ,15,17.79,1
79,CASCADE LAKES HOPSMACK 6PK          ,15,8.89,1
80,CASCADE LAKES PDLBOARD PORTER 6PK   ,15,8.89,2
30,CHELAN HARD CIDER                   ,15,7.49,1
76,CLAUSTHALER NA 6PK                  ,15,6.69,1
118,COORS 16OZ 6PK CN                   ,15,6.99,1
119,COORS BANQUET 18/12 CAN             ,15,14.99,1
120,COORS BANQUET 9PK ALUMINUM          ,15,12.49,1
121,COORS BANQUET STUBBY 6PK            ,15,6.59,2
124,Coors Light 24-12 Can               ,15,22.69,1
127,COORS LITE 16 OZ                    ,15,1.39,13
126,COORS LT 12PK BTL                   ,15,11.99,3
111,COORS LT 12PK CAN                   ,15,11.99,8
129,COORS LT 16OZ PK CN                 ,15,6.99,11
123,COORS LT 18PK CAN                   ,15,14.99,8
125,COORS LT 24OZ                       ,15,2.19,10
122,COORS LT 6PK BTL                    ,15,6.59,7
128,COORS LT 9PK ALUM BTL               ,15,12.49,8
130,COORS PEAK GLUTEN FREE 6PK          ,15,7.99,2
192,CORONA 12PK BTL                     ,15,14.99,8
191,CORONA 6PK BTL                      ,15,8.89,2
195,CORONA LT 12PK BTL                  ,15,14.99,8
193,CORONA LT 6PK BTL                   ,15,8.89,7
236,CRABBIES GINGER BEER                ,15,3.79,3
237,CRABBIES SPICED ORANGE              ,15,3.79,6
288,D'S WICKED BAKED APPLE CIDER        ,15,8.89,2
289,D'S WICKED GREEN APPLE CIDER        ,15,7.49,4
163,DESCHUTES BLK BUTTE PORTER 6PK      ,15,8.49,2
170,DESCHUTES CHAINBRAKER W IPA         ,15,7.99,3
164,DESCHUTES CHASIN' FRESHIES IPA 22   ,15,6.09,3
160,DESCHUTES FRESH SQUEEZED IPA 6PK    ,15,10.99,2
161,DESCHUTES INVERSION IPA 6PK         ,15,8.21222222222222,9
166,DESCHUTES MIRRORPND PALE 6PK        ,15,8.19,5
165,DESCHUTES RIVER ALE                 ,15,7.99,1
169,DESCHUTES SEASONAL 6PK              ,15,8.15666666666667,6
92,DOGFISH HEAD 90MIN IPA 4PK          ,15,11.19,1
134,DOS EQUIS AMBER 6PK                 ,15,8.39,3
249,DOUBLE MTN VAPORIZER                ,15,3.29,2
253,ECLIPTIC ORBITER IPA 22             ,15,4.69,4
204,ELYSIAN IMMORTAL IPA  22OZ NR       ,15,4.39,1
205,ELYSIAN IMPORTAL IPA 6PK            ,15,9.39,2
214,ELYSIAN MANIC IPA SERIES 22         ,15,5.59,4
206,ELYSIAN MENS ROOM RED ALE 22 OZ NR  ,15,4.39,4
207,ELYSIAN MENSROOM RED 6PK            ,15,9.39,2
210,ELYSIAN SEASONAL 6PK                ,15,9.39,1
212,ELYSIAN SPACE DUST 6PK              ,15,12.19,9
211,ELYSIAN SPACE DUST IPA              ,15,5.59,5
78,FISH TALE BEYOND PALE               ,15,4.69,2
108,FOSTERS LAGER 25.4 CAN              ,15,2.39,9
257,FREEMONT UNIVERSAL PALE             ,15,4.09,3
260,FREMONT IPA 6PK CAN                 ,15,9.49,2
261,FREMONT SEASONAL 6PK CAN            ,15,9.49,3
259,FREMONT UNIVERSAL PALE 6PK CAN      ,15,9.49,1
247,FT GEORGE VORTEX IPA 4PK CAN        ,15,11.19,2
46,FULL SAIL AMBER 6PK                 ,15,8.365,4
48,FULL SAIL PILSNER 6PK               ,15,8.15666666666667,3
49,FULL SAIL SESSION LAGER 12PK        ,15,12.99,2
294,GIGANTIC IPA 22                     ,15,5.19,1
181,GREAT DIVIDE TITAN IPA 6PK BTL      ,15,10.29,1
233,GUINNESS DRAUGHT 4PK CAN            ,15,8.39,5
217,HAAKE BECK NON ALCOHOL 6/12 OZ      ,15,7.49,3
186,HALES MONGOOSE IPAN 6PK CAN         ,15,8.39,2
188,HALES VARIETY 6 PK CAN              ,15,7.49,5
293,HARVESTER IPA 22                    ,15,6.09,1
153,HEINEKEN 12PK BTL                   ,15,15.99,2
152,HEINEKEN 6PK BTL                    ,15,8.89,1
180,HOEGAARDEN WHITE 6PK                ,15,9.19,3
282,HOP VALLEY CITRUS MISTRESS 22       ,15,4.49,1
280,HOP VALLEY CITRUS MISTRESS 6PK      ,15,9.49,1
279,HOP VALLEY SEASONAL 6PK CAN         ,15,8.99,1
239,HUB SEASONAL 22                     ,15,5.19,1
54,ICEHOUSE 6PK/16 CAN                 ,15,4.69,1
274,IRON HORSE IRISH DEATH              ,15,4.69,4
184,KONA BIG WAVE GLDN ALE 6PK          ,15,8.99,3
182,KONA CASTAWAY IPA 6PK               ,15,8.99,1
185,KONA ISLAND HOPPER VTY 12PK         ,15,16.99,3
183,KONA LONGBOARD LAGER 6PK            ,15,8.99,5
303,KULSHAN BASTARD KAT IPA 6 PK CAN    ,15,9.39,4
138,LAGUNITAS IPA 12PK                  ,15,17.49,1
136,LAGUNITAS IPA 6PK                   ,15,8.99,2
29,LAKE CHELAN CHERRY HARD CIDER       ,15,9.39,6
333,LAURELWOOD SEASONAL 6PK             ,15,8.22333333333333,6
332,LAURELWOOD WORKHORSE IPA 6PK        ,15,8.22333333333333,6
59,LITE 12PK 16FZ                      ,15,11.99,6
53,LITE 16OZ 6PK                       ,15,6.99,3
56,LITE 16oz ALUM 9PK                  ,15,12.49,2
290,MAUI BIKINI BLONDE LAGER 6PK CAN    ,15,11.19,1
9,MICHELOB ULTRA 6/12 OZ NR           ,15,7.69,6
61,MICKEYS MALT LIQ 6PK                ,15,6.49,1
85,MIKES HARD LEMONADE 6PK             ,15,8.99,1
81,MIKES HARDER BLK CHRY 16            ,15,1.79,8
82,MIKES HARDER CRANBRY 16             ,15,1.79,11
88,MIKES HARDER LEMONADE 16            ,15,1.79,12
86,MIKES HARDER STRBRY 16              ,15,1.79,5
89,MIKES HRDR LTD ED 16 CAN            ,15,1.79,3
83,MIKES MANGO PUNCH 6-11.2OZ BTL      ,15,8.99,1
84,MIKES SEASONAL 6PK                  ,15,8.99,1
58,MILLER LITE 12/12 OZ NR             ,15,11.99,2
52,MILLER LITE 24OZ CAN                ,15,2.19,12
199,MODELO ESPECIAL 24 CAN              ,15,2.39,1
200,MODELO ESPECIAL 6PK                 ,15,8.89,3
4,NAT ICE 6PK 16OZ CAN                ,15,5.19,2
201,NEGROMODELO 6PK                     ,15,8.89,4
155,NEW BELGIUM FAT TIRE AMBER 12-12 BTL,15,16.99,1
159,NEW BELGIUM RAMPANT 6PK             ,15,8.99,1
158,NEW BELGIUM SEASONAL 6PK            ,15,8.99,2
156,NEW BELGIUM TRIPPEL 6/12 OZ         ,15,8.99,2
327,NINKASI DOMINATION 22OZ             ,15,3.99,5
328,NINKASI SEASONAL                    ,15,4.69,1
330,NINKASI SEASONAL 6PK                ,15,12.69,2
329,NINKASI TTL DOM IPA 6PK             ,15,9.39,3
99,NO LI EMPIRE 8 SESSION IPA 22       ,15,4.69,1
337,NOT YOUR FATHERS ROOT BEER 6PK      ,15,11.99,3
238,ODIN THORS EQUINOX 22               ,15,6.09,1
6,ODOULS 6PK BTL                      ,15,6.49,2
142,OLD RASPUTIN STOUT 4/12 OZ          ,15,8.39,1
285,ORLISON HAVANUTHER PILS 6PK CAN     ,15,8.89,1
284,ORLISON IPL 6PK CAN                 ,15,8.89,1
42,PABST 12PK                          ,15,9.99,5
40,PABST 16 OZ 6PK                     ,15,5.99,2
41,PABST 18PK                          ,15,13.99,1
97,PELICAN KIWANDACREAM ALE 6PK        ,15,9.39,1
98,PELICAN TSUNAMI STOUT               ,15,4.69,3
301,pFRIEM PILSNER                      ,15,3.79,4
148,PIKE IPA 6PK                        ,15,9.39,2
145,PIKES MONKS UNCLE TRIPEL 22         ,15,4.69,2
174,PYRAMID SEASONAL 22 OZ              ,15,3.79,5
172,PYRAMID SEASONAL 6PK                ,15,8.99,4
173,PYRAMIND APRICOT 6PK                ,15,8.99,4
171,PYRAMIND HEFEWEIZEN 6PK             ,15,8.99,3
139,RAINIER 16OZ 6PK CANS               ,15,5.99,4
140,RAINIER 18PK CANS                   ,15,13.99,2
245,RAMBLING ROUTE CIDER 4PK            ,15,8.45666666666667,3
36,RED HOOK SEASONAL                   ,15,8.49,1
34,REDHOOK AUDIBLE ALE 6PK             ,15,8.15666666666667,3
32,REDHOOK ESB 12/12 OZ BTL            ,15,15.99,2
37,REDHOOK ESB 6PK                     ,15,8.24,4
35,REDHOOK LONGHAMMER IPA 6PK          ,15,8.24,6
265,REUBENS CRIKEY IPA 22               ,15,4.69,4
340,ROGUE DEAD GUY ALE 6PK              ,15,11.19,2
339,ROGUE FARMS 7 HOP IPA 22            ,15,5.99,3
110,ROLLING ROCK 6PK 16 CAN             ,15,5.99,2
315,SAM ADAMS BOSTON LGR 6PK            ,15,8.99,1
316,SAM ADAMS SEASONAL 6PK              ,15,8.99,2
319,SAPPORO CAN                         ,15,3.29,2
262,SCUTTLEBUTT IPA 6PK                 ,15,8.39,2
263,SCUTTLEBUTT SEASONAL 6PK BTL        ,15,8.39,3
47,SESSION IPA 12PK                    ,15,12.99,1
322,SHINER BOCK                         ,15,8.99,1
12,SHOCK TOP 6PK                       ,15,8.49,2
224,SIERRA  NEVADA SEASONAL 6PK         ,15,8.84714285714286,7
226,SIERRA NEV PALE ALE 12PK            ,15,16.99,3
227,SIERRA NEV PALE ALE 6PK             ,15,8.65666666666667,3
225,SIERRA NEV TORPEDO 6PK              ,15,8.29,10
228,SIERRA NEVADA HOP HUNTER IPA 6PK    ,15,7.99,1
229,SIERRA NEVADA NOONER PILSNER        ,15,8.24,4
223,SIERRA NEVADA VTY 12PK              ,15,16.99,1
218,SNOQUALMIE COPPERHEAD PALE          ,15,4.69,9
221,SNOQUALMIE FALLS SEASONAL           ,15,4.69,17
222,SNOQUALMIE LIMITED RELEASE 22       ,15,6.09,1
220,SNOQUALMIE STEAM PORTER             ,15,4.69,1
219,SNOQUALMIE WILDCAT IPA 22OZ BTL     ,15,4.69,6
179,STELLA ARTOIS 12PK BTL              ,15,14.99,7
178,STELLA ARTOIS 6PK BTL               ,15,8.92333333333333,9
19,STELLA CIDRE 6 PK                   ,15,9.19,2
91,STONE ARROGANT BASTARD 22           ,15,4.69,2
90,STONE RUINATION IPA 22              ,15,5.59,3
321,STRONGBOW GOLD CIDER 6PK            ,15,8.99,3
268,TWO BEERS EVO IPA 6PK CAN           ,15,9.49,1
269,TWO BEERS IMMERSION AMBER CANS      ,15,9.49,2
109,UINTA HOP NOSH IPA 6PK CAN          ,15,8.89,7
177,UNIBROUE TERRIBLE 25.4              ,15,9.39,1
64,WEINHARDS PRIVATE RESERVE 12PK      ,15,11.99,1
63,WEINHARDS PRIVATE RESERVE 6PK       ,15,6.49,1
103,WIDMER HEFEWEIZEN 6PK               ,15,8.99,3
105,WIDMER OMISSION LAGER 6 PK          ,15,9.39,2
106,WIDMER OMISSION PALE 6PK            ,15,9.39,2
104,WIDMER UPHEAVAL IPA 6PK             ,15,8.99,1
286,WORTHY IMPERIAL IPA 22              ,15,5.19,1
241,10 BARREL APOCALYPSE IPA 22         ,16,3.99,4
242,10 BARREL APOCALYPSE IPA 6PK        ,16,9.39,5
244,10 BARREL BREWING PRAY FOR SNOW WINT,16,9.39,1
240,10 BARREL SEASONAL 22               ,16,3.99,4
251,2 TOWNS BAD APPLE CIDER             ,16,6.59,1
252,2 TOWNS CIDER GINJANINJA 6PK        ,16,11.99,2
298,21ST AMENDMNT BREW FREE IPA 6PK     ,16,8.99,3
66,ALASKAN AMBER 6PK                   ,16,8.99,7
69,ALASKAN FREERIDE APA 6PK            ,16,8.99,2
74,ALASKAN HOPTHERMIA 4PK              ,16,9.39,1
71,ALASKAN PILOT SERIES 22             ,16,8.39,2
271,AMERICAN BREWING IPA 22             ,16,3.79,6
272,AMERICAN CABOOSE STOUT 22           ,16,3.79,3
335,ANDERSON VALLEY BRBN BRL STOUT      ,16,9.39,2
318,ANGRY ORCH GINGER APL 6PK           ,16,8.49,2
309,ANGRY ORCH GREEN APPLE 6PK          ,16,8.49,2
306,ANGRY ORCHARD CRISP APL 12PK        ,16,16.99,1
308,ANGRY ORCHARD CRISP APL 16 CAN      ,16,1.89,6
317,ANGRY ORCHARD CRISP APL 6PK         ,16,8.19,10
311,ANGRY ORCHARD GREEN APPLE           ,16,1.89,6
305,ANGRY ORCHARD ICEMAN 750ML          ,16,15.49,1
307,ANGRY ORCHARD SEASONAL 6PK          ,16,8.32333333333333,3
312,ANGRY ORCHARD STONE DRY CIDER 6PK   ,16,7.99,1
304,ANGRY ORCHARD VTY 12PK              ,16,16.99,1
231,ANTHEM CHERRY 4 PK                  ,16,9.39,2
287,ATLAS BLKBRY APPLE CIDER            ,16,6.09,3
277,BALEBREAKER TOPCUTTER IPA           ,16,9.49,1
102,BALLAST PT EVEN KEEL IPA 6PK        ,16,9.99,3
101,BALLAST PT SCULPIN 22               ,16,7.99,1
133,BEAR RACER 5 IPA                    ,16,11.19,3
132,BEAR REPUBLIC BLACK STOUT           ,16,4.69,2
131,BEAR REPUBLIC RACER 5 IPA 22        ,16,4.69,6
215,BECKS 24OZ BTL                      ,16,2.39,1
17,BEST DAMN ROOT BEER 6PK             ,16,10.89,1
75,BITBURGER 4 PK CAN                  ,16,6.99,4
31,BITBURGER 4PK CAN                   ,16,5.965,5
255,BLACK RAVEN ROTATING IPA            ,16,4.69,3
254,BLACK RAVEN TRICKSTER IPA 22        ,16,4.69,6
2,BLUE MOUNTAIN DRY CIDER 4PK         ,16,10.29,1
113,BLUEMOON 12PK                       ,16,16.99,6
112,BLUEMOON 6PK                        ,16,8.99,9
116,BLUEMOON WHITE IPA 6PK              ,16,8.99,1
296,BREAKSIDE WANDERLUST 22             ,16,4.69,1
10,BUD 12PK CAN                        ,16,11.99,3
11,BUD 18PK CAN                        ,16,16.19,5
3,BUD 6PK 16 OZ CAN                   ,16,7.49,2
8,BUD 6PK BTL                         ,16,7.49,4
27,BUD LIGHT 18-12 BTL                 ,16,17.99,3
25,BUD LIGHT 24PK                      ,16,23.99,2
13,BUD LIGHT LIME 12PK BTLS            ,16,11.99,2
18,BUD LIGHT RESEALABLE 8PK            ,16,9.99,1
24,BUD LT 12PK CAN                     ,16,11.99,7
26,BUD LT 18PK CAN                     ,16,16.49,4
21,BUD LT 25 OZ CAN                    ,16,2.19,2
5,BUD LT 6PK 16 OZ CAN                ,16,7.49,1
7,BUD LT 6PK BTL                      ,16,7.49,8
22,BUD LT CHELADA 25 OZ CAN            ,16,3.19,3
14,BUD LT LIME 6PK BTL                 ,16,7.69,4
15,BUD LT PLATINUM 12PK BTL            ,16,12.99,1
16,BUD LT PLATINUM 6PK BTL             ,16,7.69,1
79,CASCADE LAKES HOPSMACK 6PK          ,16,8.89,2
80,CASCADE LAKES PDLBOARD PORTER 6PK   ,16,8.89,1
30,CHELAN HARD CIDER                   ,16,7.49,2
76,CLAUSTHALER NA 6PK                  ,16,6.69,3
326,CONEY ISL HARD ROOT BEER 6PK        ,16,11.99,2
118,COORS 16OZ 6PK CN                   ,16,6.99,1
120,COORS BANQUET 9PK ALUMINUM          ,16,12.49,2
121,COORS BANQUET STUBBY 6PK            ,16,6.59,2
127,COORS LITE 16 OZ                    ,16,1.39,11
126,COORS LT 12PK BTL                   ,16,11.99,9
111,COORS LT 12PK CAN                   ,16,11.99,3
129,COORS LT 16OZ PK CN                 ,16,6.99,8
123,COORS LT 18PK CAN                   ,16,14.99,7
125,COORS LT 24OZ                       ,16,2.19,8
122,COORS LT 6PK BTL                    ,16,6.59,6
128,COORS LT 9PK ALUM BTL               ,16,12.49,6
192,CORONA 12PK BTL                     ,16,14.99,7
194,CORONA 24OZ BTL                     ,16,2.79,3
191,CORONA 6PK BTL                      ,16,8.89,12
195,CORONA LT 12PK BTL                  ,16,14.99,6
193,CORONA LT 6PK BTL                   ,16,8.89,7
236,CRABBIES GINGER BEER                ,16,3.79,3
237,CRABBIES SPICED ORANGE              ,16,3.79,1
288,D'S WICKED BAKED APPLE CIDER        ,16,8.89,4
289,D'S WICKED GREEN APPLE CIDER        ,16,7.49,2
163,DESCHUTES BLK BUTTE PORTER 6PK      ,16,8.49,4
170,DESCHUTES CHAINBRAKER W IPA         ,16,7.99,1
164,DESCHUTES CHASIN' FRESHIES IPA 22   ,16,6.09,2
160,DESCHUTES FRESH SQUEEZED IPA 6PK    ,16,10.99,4
161,DESCHUTES INVERSION IPA 6PK         ,16,8.56142857142857,7
166,DESCHUTES MIRRORPND PALE 6PK        ,16,8.41857142857143,7
162,DESCHUTES PINEDROP IPA 6PK          ,16,10.99,1
165,DESCHUTES RIVER ALE                 ,16,8.99,1
169,DESCHUTES SEASONAL 6PK              ,16,7.99,1
334,DIAMOND KNOT INDUSTRIAL IPA         ,16,5.19,1
92,DOGFISH HEAD 90MIN IPA 4PK          ,16,11.19,2
134,DOS EQUIS AMBER 6PK                 ,16,8.39,6
253,ECLIPTIC ORBITER IPA 22             ,16,4.69,3
204,ELYSIAN IMMORTAL IPA  22OZ NR       ,16,4.39,3
205,ELYSIAN IMPORTAL IPA 6PK            ,16,9.39,2
214,ELYSIAN MANIC IPA SERIES 22         ,16,5.59,7
206,ELYSIAN MENS ROOM RED ALE 22 OZ NR  ,16,4.39,1
207,ELYSIAN MENSROOM RED 6PK            ,16,9.39,3
210,ELYSIAN SEASONAL 6PK                ,16,9.39,4
212,ELYSIAN SPACE DUST 6PK              ,16,12.19,5
211,ELYSIAN SPACE DUST IPA              ,16,5.59,7
78,FISH TALE BEYOND PALE               ,16,4.69,2
108,FOSTERS LAGER 25.4 CAN              ,16,2.39,16
257,FREEMONT UNIVERSAL PALE             ,16,4.09,1
258,FREMONT INTERURBAN IPA 22           ,16,4.09,1
260,FREMONT IPA 6PK CAN                 ,16,9.0525,8
261,FREMONT SEASONAL 6PK CAN            ,16,9.29,5
259,FREMONT UNIVERSAL PALE 6PK CAN      ,16,9.24,2
46,FULL SAIL AMBER 6PK                 ,16,8.49,2
45,FULL SAIL IPA 6PK                   ,16,8.49,2
48,FULL SAIL PILSNER 6PK               ,16,8.49,2
294,GIGANTIC IPA 22                     ,16,5.19,1
234,GUINESS BLONDE 6 PK NR              ,16,8.99,1
233,GUINNESS DRAUGHT 4PK CAN            ,16,8.39,2
232,GUINNESSS DRAUGHT 6PK BTL           ,16,8.99,1
217,HAAKE BECK NON ALCOHOL 6/12 OZ      ,16,7.49,3
186,HALES MONGOOSE IPAN 6PK CAN         ,16,8.39,1
188,HALES VARIETY 6 PK CAN              ,16,7.49,7
293,HARVESTER IPA 22                    ,16,6.09,1
153,HEINEKEN 12PK BTL                   ,16,14.59,5
152,HEINEKEN 6PK BTL                    ,16,8.89,2
180,HOEGAARDEN WHITE 6PK                ,16,9.19,1
280,HOP VALLEY CITRUS MISTRESS 6PK      ,16,9.49,3
281,HOP VALLEY SEASONAL 22              ,16,4.49,1
239,HUB SEASONAL 22                     ,16,5.19,2
54,ICEHOUSE 6PK/16 CAN                 ,16,4.69,2
325,ILLUSIVE TRAVELER GRPFRT SHANDY 6PK ,16,8.99,1
184,KONA BIG WAVE GLDN ALE 6PK          ,16,8.99,2
182,KONA CASTAWAY IPA 6PK               ,16,8.99,1
185,KONA ISLAND HOPPER VTY 12PK         ,16,16.99,2
183,KONA LONGBOARD LAGER 6PK            ,16,8.99,2
303,KULSHAN BASTARD KAT IPA 6 PK CAN    ,16,9.39,3
138,LAGUNITAS IPA 12PK                  ,16,17.49,1
136,LAGUNITAS IPA 6PK                   ,16,8.99,4
137,LAGUNITAS LTL SUMPN 6PK             ,16,9.99,3
29,LAKE CHELAN CHERRY HARD CIDER       ,16,9.39,5
333,LAURELWOOD SEASONAL 6PK             ,16,7.99,2
332,LAURELWOOD WORKHORSE IPA 6PK        ,16,8.92333333333333,3
60,LEINENKUGEL SEASONAL 6PK            ,16,8.99,1
55,LEINENKUGL SEASONAL SHANDY          ,16,8.99,3
59,LITE 12PK 16FZ                      ,16,11.99,4
53,LITE 16OZ 6PK                       ,16,6.99,2
56,LITE 16oz ALUM 9PK                  ,16,12.49,3
290,MAUI BIKINI BLONDE LAGER 6PK CAN    ,16,11.19,1
292,MAUI COCONUT PORTER 4 PK CAN        ,16,10.29,2
9,MICHELOB ULTRA 6/12 OZ NR           ,16,7.69,6
85,MIKES HARD LEMONADE 6PK             ,16,8.99,4
81,MIKES HARDER BLK CHRY 16            ,16,1.79,5
82,MIKES HARDER CRANBRY 16             ,16,1.79,5
88,MIKES HARDER LEMONADE 16            ,16,1.79,8
86,MIKES HARDER STRBRY 16              ,16,1.79,5
89,MIKES HRDR LTD ED 16 CAN            ,16,1.79,3
83,MIKES MANGO PUNCH 6-11.2OZ BTL      ,16,8.99,2
84,MIKES SEASONAL 6PK                  ,16,8.99,3
51,MILLER HIGH LIFE 16 OZ 6PK          ,16,5.59,1
58,MILLER LITE 12/12 OZ NR             ,16,11.99,2
57,MILLER LITE 18PK CAN                ,16,17.99,1
52,MILLER LITE 24OZ CAN                ,16,2.19,1
197,MODELO ESPECIAL 18PK CAN            ,16,20.99,1
199,MODELO ESPECIAL 24 CAN              ,16,2.39,5
200,MODELO ESPECIAL 6PK                 ,16,8.89,5
4,NAT ICE 6PK 16OZ CAN                ,16,5.19,1
201,NEGROMODELO 6PK                     ,16,8.89,1
155,NEW BELGIUM FAT TIRE AMBER 12-12 BTL,16,16.99,1
154,NEW BELGIUM FAT TIRE AMBER 6PK      ,16,8.99,3
159,NEW BELGIUM RAMPANT 6PK             ,16,8.99,2
158,NEW BELGIUM SEASONAL 6PK            ,16,8.99,3
320,NEWCASTLE BROWN ALE 6PK             ,16,8.49,2
327,NINKASI DOMINATION 22OZ             ,16,3.99,3
328,NINKASI SEASONAL                    ,16,4.69,1
329,NINKASI TTL DOM IPA 6PK             ,16,8.99,6
99,NO LI EMPIRE 8 SESSION IPA 22       ,16,4.69,1
337,NOT YOUR FATHERS ROOT BEER 6PK      ,16,11.99,1
238,ODIN THORS EQUINOX 22               ,16,6.09,3
6,ODOULS 6PK BTL                      ,16,6.49,1
142,OLD RASPUTIN STOUT 4/12 OZ          ,16,8.39,2
285,ORLISON HAVANUTHER PILS 6PK CAN     ,16,8.89,1
284,ORLISON IPL 6PK CAN                 ,16,8.89,2
42,PABST 12PK                          ,16,9.99,2
40,PABST 16 OZ 6PK                     ,16,5.99,1
41,PABST 18PK                          ,16,13.99,1
189,PACIFICO 6PK                        ,16,8.89,4
97,PELICAN KIWANDACREAM ALE 6PK        ,16,9.39,1
301,pFRIEM PILSNER                      ,16,3.79,4
144,PIKE 5X STOUT 22                    ,16,4.69,2
148,PIKE IPA 6PK                        ,16,8.19,7
150,PIKE KILTLIFTER 6PK                 ,16,8.22333333333333,6
145,PIKES MONKS UNCLE TRIPEL 22         ,16,4.69,2
341,PORTLAND BREWING SEASONAL           ,16,3.79,3
175,PYRAMID OUTBURST IMP IPA 6PK        ,16,8.99,1
174,PYRAMID SEASONAL 22 OZ              ,16,3.79,2
172,PYRAMID SEASONAL 6PK                ,16,8.99,2
173,PYRAMIND APRICOT 6PK                ,16,8.99,1
171,PYRAMIND HEFEWEIZEN 6PK             ,16,8.99,4
139,RAINIER 16OZ 6PK CANS               ,16,5.99,5
140,RAINIER 18PK CANS                   ,16,13.99,2
245,RAMBLING ROUTE CIDER 4PK            ,16,8.83,5
36,RED HOOK SEASONAL                   ,16,8.49,2
38,RED HOOK SPORTS SERIES 6 PK         ,16,8.15666666666667,3
34,REDHOOK AUDIBLE ALE 6PK             ,16,8.19,5
32,REDHOOK ESB 12/12 OZ BTL            ,16,15.99,4
37,REDHOOK ESB 6PK                     ,16,8.24,2
35,REDHOOK LONGHAMMER IPA 6PK          ,16,8.15666666666667,6
33,REDHOOK VTY 12PK                    ,16,15.99,2
265,REUBENS CRIKEY IPA 22               ,16,4.69,3
338,ROGUE BRUTAL BITTER                 ,16,11.19,1
340,ROGUE DEAD GUY ALE 6PK              ,16,11.19,1
339,ROGUE FARMS 7 HOP IPA 22            ,16,5.99,4
110,ROLLING ROCK 6PK 16 CAN             ,16,5.99,1
315,SAM ADAMS BOSTON LGR 6PK            ,16,8.99,1
316,SAM ADAMS SEASONAL 6PK              ,16,8.99,1
319,SAPPORO CAN                         ,16,3.29,2
263,SCUTTLEBUTT SEASONAL 6PK BTL        ,16,8.39,2
47,SESSION IPA 12PK                    ,16,12.99,2
322,SHINER BOCK                         ,16,8.99,1
12,SHOCK TOP 6PK                       ,16,8.49,1
224,SIERRA  NEVADA SEASONAL 6PK         ,16,8.99,5
226,SIERRA NEV PALE ALE 12PK            ,16,16.99,5
227,SIERRA NEV PALE ALE 6PK             ,16,8.99,5
225,SIERRA NEV TORPEDO 6PK              ,16,8.99,1
228,SIERRA NEVADA HOP HUNTER IPA 6PK    ,16,8.99,1
229,SIERRA NEVADA NOONER PILSNER        ,16,8.99,1
230,SIERRA NEVADA TORPEDO 12PK CAN      ,16,16.99,2
202,SILVER CITY SEASONAL                ,16,8.39,2
218,SNOQUALMIE COPPERHEAD PALE          ,16,4.69,12
221,SNOQUALMIE FALLS SEASONAL           ,16,4.69,6
222,SNOQUALMIE LIMITED RELEASE 22       ,16,6.09,2
220,SNOQUALMIE STEAM PORTER             ,16,4.69,1
179,STELLA ARTOIS 12PK BTL              ,16,16.3233333333333,6
178,STELLA ARTOIS 6PK BTL               ,16,8.39,9
19,STELLA CIDRE 6 PK                   ,16,9.19,1
91,STONE ARROGANT BASTARD 22           ,16,4.69,2
90,STONE RUINATION IPA 22              ,16,5.59,4
321,STRONGBOW GOLD CIDER 6PK            ,16,8.99,3
268,TWO BEERS EVO IPA 6PK CAN           ,16,9.49,1
269,TWO BEERS IMMERSION AMBER CANS      ,16,9.49,1
109,UINTA HOP NOSH IPA 6PK CAN          ,16,8.89,6
177,UNIBROUE TERRIBLE 25.4              ,16,9.39,1
64,WEINHARDS PRIVATE RESERVE 12PK      ,16,11.99,2
